,time,lat,lon,alt
0,1688373749.0152693,19.0177854,130.54182,14999.0
1,1688373749.2741966,19.0177854,130.54182,14999.0
2,1688373749.5420778,19.0177854,130.54182,14999.0
3,1688373749.8104537,19.0177854,130.54182,14999.0
4,1688373750.073823,19.0177854,130.54182,14999.0
5,1688373750.4150777,19.0177854,130.54182,14999.0
6,1688373750.6697555,19.0177854,130.54182,14999.0
7,1688373750.9337747,19.0177854,130.54182,14999.0
8,1688373751.200544,19.0177854,130.54182,14999.0
9,1688373751.4093251,19.01781343,130.54182019,15000.0
10,1688373751.6961393,19.01781343,130.54182019,15000.0
11,1688373751.963329,19.01781343,130.54182019,15000.0
12,1688373752.2277174,19.01781343,130.54182019,15000.0
13,1688373752.4970863,19.01781343,130.54182019,15000.0
14,1688373752.7701442,19.01781343,130.54182019,15000.0
15,1688373753.0961754,19.01781343,130.54182019,15000.0
16,1688373753.3295138,19.01781354,130.54182025,15000.0
17,1688373753.599793,19.01781354,130.54182025,15000.0
18,1688373753.870545,19.01781354,130.54182025,15000.0
19,1688373754.1314085,19.01781354,130.54182025,15000.0
20,1688373754.463031,19.01781354,130.54182025,15000.0
21,1688373754.7359936,19.01781354,130.54182025,15000.0
22,1688373754.9956868,19.01781354,130.54182025,15000.0
23,1688373755.2051167,19.01781385,130.54182021,15000.0
24,1688373755.4517758,19.01781385,130.54182021,15000.0
25,1688373755.9541147,19.01781385,130.54182021,15000.0
26,1688373756.2177777,19.01781385,130.54182021,15000.0
27,1688373756.4910088,19.01781385,130.54182021,15000.0
28,1688373756.759929,19.01781385,130.54182021,15000.0
29,1688373756.9683714,19.01781362,130.54182024,15000.0
30,1688373757.2917345,19.01781362,130.54182024,15000.0
31,1688373757.5553854,19.01781362,130.54182024,15000.0
32,1688373757.812875,19.01781362,130.54182024,15000.0
33,1688373758.0657415,19.01781362,130.54182024,15000.0
34,1688373758.3345604,19.01781362,130.54182024,15000.0
35,1688373758.6515865,19.01781362,130.54182024,15000.0
36,1688373758.8865192,19.01781344,130.5418202,15000.0
37,1688373759.1598318,19.01781344,130.5418202,15000.0
38,1688373759.4311666,19.01781344,130.5418202,15000.0
39,1688373759.6819403,19.01781344,130.5418202,15000.0
40,1688373760.0138483,19.01781344,130.5418202,15000.0
41,1688373760.2886643,19.01781344,130.5418202,15000.0
42,1688373760.5486677,19.01781344,130.5418202,15000.0
43,1688373760.7655206,19.01781377,130.5418199,15000.0
44,1688373761.0352316,19.01781377,130.5418199,15000.0
45,1688373761.361369,19.01781377,130.5418199,15000.0
46,1688373761.625132,19.01781377,130.5418199,15000.0
47,1688373761.8844736,19.01781377,130.5418199,15000.0
48,1688373762.143057,19.01781377,130.5418199,15000.0
49,1688373762.3531916,19.01781367,130.54182006,15000.0
50,1688373762.847382,19.01781367,130.54182006,15000.0
51,1688373763.1244035,19.01781367,130.54182006,15000.0
52,1688373763.4012759,19.01781367,130.54182006,15000.0
53,1688373763.6830711,19.01781367,130.54182006,15000.0
54,1688373763.9626653,19.01781367,130.54182006,15000.0
55,1688373764.2183762,19.01781347,130.54182011,15000.0
56,1688373764.4838097,19.01781347,130.54182011,15000.0
57,1688373764.743017,19.01781347,130.54182011,15000.0
58,1688373764.9866095,19.01781347,130.54182011,15000.0
59,1688373765.2546732,19.01781347,130.54182011,15000.0
60,1688373765.5824745,19.01781347,130.54182011,15000.0
61,1688373765.8461325,19.01781347,130.54182011,15000.0
62,1688373766.0546124,19.01781364,130.54182024,15000.0
63,1688373766.3093572,19.01781364,130.54182024,15000.0
64,1688373766.573847,19.01781364,130.54182024,15000.0
65,1688373766.8903413,19.01781364,130.54182024,15000.0
66,1688373767.143214,19.01781364,130.54182024,15000.0
67,1688373767.3994281,19.01781364,130.54182024,15000.0
68,1688373767.641538,19.01781305,130.54182037,15000.0
69,1688373767.851875,19.01781305,130.54182037,15000.0
70,1688373768.174325,19.01781305,130.54182037,15000.0
71,1688373768.4415143,19.01781305,130.54182037,15000.0
72,1688373768.710551,19.01781305,130.54182037,15000.0
73,1688373768.9794862,19.01781305,130.54182037,15000.0
74,1688373769.250032,19.01781305,130.54182037,15000.0
75,1688373769.6791863,19.01781358,130.54182013,15000.0
76,1688373769.9470165,19.01781358,130.54182013,15000.0
77,1688373770.209399,19.01781358,130.54182013,15000.0
78,1688373770.463164,19.01781358,130.54182013,15000.0
79,1688373770.7219744,19.01781358,130.54182013,15000.0
80,1688373771.0532386,19.01781358,130.54182013,15000.0
81,1688373771.2634017,19.01781387,130.54181995,15000.0
82,1688373771.4728265,19.01781387,130.54181995,15000.0
83,1688373771.7413275,19.01781387,130.54181995,15000.0
84,1688373771.999494,19.01781387,130.54181995,15000.0
85,1688373772.3393118,19.01781387,130.54181995,15000.0
86,1688373772.6177955,19.01781387,130.54181995,15000.0
87,1688373772.8759513,19.01781387,130.54181995,15000.0
88,1688373773.1448667,19.01781387,130.54181995,15000.0
89,1688373773.3538005,19.01781315,130.54182024,15000.0
90,1688373773.6816113,19.01781315,130.54182024,15000.0
91,1688373773.9518914,19.01781315,130.54182024,15000.0
92,1688373774.228691,19.01781315,130.54182024,15000.0
93,1688373774.4957037,19.01781315,130.54182024,15000.0
94,1688373774.7622492,19.01781315,130.54182024,15000.0
95,1688373775.0270634,19.01781383,130.54182002,15000.0
96,1688373775.2867503,19.01781383,130.54182002,15000.0
97,1688373775.5759785,19.01781383,130.54182002,15000.0
98,1688373775.8480413,19.01781383,130.54182002,15000.0
99,1688373776.1159253,19.01781383,130.54182002,15000.0
