,x,y,z
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,11.969610214233398,2.109031915664673,2.3841857821338408e-08
4,11.969610214233398,2.109031915664673,2.3841857821338408e-08
5,11.969610214233398,2.109031915664673,2.3841857821338408e-08
6,11.957755088806152,2.036628246307373,2.3841857821338408e-08
7,11.957755088806152,2.036628246307373,2.3841857821338408e-08
8,11.957755088806152,2.036628246307373,2.3841857821338408e-08
9,11.957755088806152,2.036628246307373,2.3841857821338408e-08
10,11.960177421569824,2.0539638996124268,2.3841857821338408e-08
11,11.960177421569824,2.0539638996124268,2.3841857821338408e-08
12,11.960177421569824,2.0539638996124268,2.3841857821338408e-08
13,11.960177421569824,2.0539638996124268,2.3841857821338408e-08
14,11.969775199890137,1.9911633729934692,2.3841857821338408e-08
15,11.969775199890137,1.9911633729934692,2.3841857821338408e-08
16,11.969775199890137,1.9911633729934692,2.3841857821338408e-08
17,11.955662727355957,2.0764830112457275,2.3841857821338408e-08
18,11.955662727355957,2.0764830112457275,2.3841857821338408e-08
19,11.955662727355957,2.0764830112457275,2.3841857821338408e-08
20,11.955662727355957,2.0764830112457275,2.3841857821338408e-08
21,11.947333335876465,2.0620367527008057,2.3841857821338408e-08
22,11.947333335876465,2.0620367527008057,2.3841857821338408e-08
23,11.947333335876465,2.0620367527008057,2.3841857821338408e-08
24,11.947333335876465,2.0620367527008057,2.3841857821338408e-08
25,11.947333335876465,2.0620367527008057,2.3841857821338408e-08
26,11.947333335876465,2.0620367527008057,2.3841857821338408e-08
27,11.967577934265137,2.0387773513793945,2.3841857821338408e-08
28,11.967577934265137,2.0387773513793945,2.3841857821338408e-08
29,11.967577934265137,2.0387773513793945,2.3841857821338408e-08
30,11.967577934265137,2.0387773513793945,2.3841857821338408e-08
31,11.967577934265137,2.0387773513793945,2.3841857821338408e-08
32,11.967577934265137,2.0387773513793945,2.3841857821338408e-08
33,11.964749336242676,2.0860981941223145,2.3841857821338408e-08
34,11.964749336242676,2.0860981941223145,2.3841857821338408e-08
35,11.964749336242676,2.0860981941223145,2.3841857821338408e-08
36,11.964749336242676,2.0860981941223145,2.3841857821338408e-08
37,11.974851608276367,2.165894031524658,2.3841857821338408e-08
38,11.974851608276367,2.165894031524658,2.3841857821338408e-08
39,11.974851608276367,2.165894031524658,2.3841857821338408e-08
40,11.957755088806152,2.036628246307373,2.3841857821338408e-08
41,11.957755088806152,2.036628246307373,2.3841857821338408e-08
42,11.957755088806152,2.036628246307373,2.3841857821338408e-08
43,11.957755088806152,2.036628246307373,2.3841857821338408e-08
44,11.965167999267578,2.009538173675537,2.3841857821338408e-08
45,11.965167999267578,2.009538173675537,2.3841857821338408e-08
46,11.965167999267578,2.009538173675537,2.3841857821338408e-08
47,11.965167999267578,2.009538173675537,2.3841857821338408e-08
48,11.952569961547852,2.0825369358062744,2.3841857821338408e-08
49,11.952569961547852,2.0825369358062744,2.3841857821338408e-08
50,11.952569961547852,2.0825369358062744,2.3841857821338408e-08
51,11.96847915649414,2.1046063899993896,2.3841857821338408e-08
52,11.96847915649414,2.1046063899993896,2.3841857821338408e-08
53,11.96847915649414,2.1046063899993896,2.3841857821338408e-08
54,11.96847915649414,2.1046063899993896,2.3841857821338408e-08
55,11.950693130493164,2.097226142883301,2.3841857821338408e-08
56,11.950693130493164,2.097226142883301,2.3841857821338408e-08
57,11.950693130493164,2.097226142883301,2.3841857821338408e-08
58,11.950693130493164,2.097226142883301,2.3841857821338408e-08
59,11.950693130493164,2.097226142883301,2.3841857821338408e-08
60,11.968893051147461,2.0280816555023193,2.3841857821338408e-08
61,11.968893051147461,2.0280816555023193,2.3841857821338408e-08
62,11.968893051147461,2.0280816555023193,2.3841857821338408e-08
63,11.968893051147461,2.0280816555023193,2.3841857821338408e-08
64,11.968893051147461,2.0280816555023193,2.3841857821338408e-08
65,11.968893051147461,2.0280816555023193,2.3841857821338408e-08
66,11.968893051147461,2.0280816555023193,2.3841857821338408e-08
67,11.947710990905762,2.0596446990966797,2.3841857821338408e-08
68,11.947710990905762,2.0596446990966797,2.3841857821338408e-08
69,11.947710990905762,2.0596446990966797,2.3841857821338408e-08
70,11.957807540893555,2.1030433177948,2.3841857821338408e-08
71,11.957807540893555,2.1030433177948,2.3841857821338408e-08
72,11.957807540893555,2.1030433177948,2.3841857821338408e-08
73,11.957807540893555,2.1030433177948,2.3841857821338408e-08
74,11.966920852661133,2.050405502319336,2.3841857821338408e-08
75,11.966920852661133,2.050405502319336,2.3841857821338408e-08
76,11.966920852661133,2.050405502319336,2.3841857821338408e-08
77,11.976391792297363,2.0432207584381104,2.3841857821338408e-08
78,11.976391792297363,2.0432207584381104,2.3841857821338408e-08
79,11.976391792297363,2.0432207584381104,2.3841857821338408e-08
80,11.976391792297363,2.0432207584381104,2.3841857821338408e-08
81,11.976391792297363,2.0432207584381104,2.3841857821338408e-08
82,11.976391792297363,2.0432207584381104,2.3841857821338408e-08
83,11.976391792297363,2.0432207584381104,2.3841857821338408e-08
84,11.953206062316895,2.121406078338623,2.3841857821338408e-08
85,11.953206062316895,2.121406078338623,2.3841857821338408e-08
86,11.953206062316895,2.121406078338623,2.3841857821338408e-08
87,11.953206062316895,2.121406078338623,2.3841857821338408e-08
88,11.953206062316895,2.121406078338623,2.3841857821338408e-08
89,11.953206062316895,2.121406078338623,2.3841857821338408e-08
90,11.982351303100586,2.11869740486145,2.3841857821338408e-08
91,11.982351303100586,2.11869740486145,2.3841857821338408e-08
92,11.982351303100586,2.11869740486145,2.3841857821338408e-08
93,11.982351303100586,2.11869740486145,2.3841857821338408e-08
94,11.95970344543457,2.026095390319824,2.3841857821338408e-08
95,11.95970344543457,2.026095390319824,2.3841857821338408e-08
96,11.95970344543457,2.026095390319824,2.3841857821338408e-08
